id,materia,anno,fase,indirizzi,classi,blocco,nucleo,testo,obiettivi_backbone,tipo_contenuto,parent,peso,tag,bloom,competenza_europea,fonte,stato
ITA-0019,ITA,1,biennio,LC|LS|LSA,A-11|A-13,competenza,Educazione linguistica,"Riflettere sulla lingua e sui suoi livelli",ITA.COM.LING.01,,,,metalinguistica,analizzare,multilinguistica,ITA cl.1 scheda,revisione
ITA-0020,ITA,1,biennio,LC|LS|LSA,A-11|A-13,abilita,Strumenti dell'analisi letteraria,"Distinguere autore e narratore; individuare punto di vista e focalizzazione",ITA.COM.ANAL.01,,,,narratologia,,,ITA cl.1 scheda,revisione
ITA-0021,ITA,1,biennio,LC|LS|LSA,A-11|A-13,lep,,"Obiettivi minimi cl.1: cogliere le caratteristiche essenziali di un testo in prosa; produrre testi corretti e coerenti; riconoscere le principali strutture morfologiche; usare i termini basilari del linguaggio disciplinare",,,,core,obiettivi-minimi,,,ITA cl.1 LEP,revisione
ITA-0022,ITA,1,biennio,LC|LS|LSA,A-11|A-13,orientamento,,"Macrotema cl.1 'La conoscenza di se'': il lessico dei sentimenti; romanzi di formazione",,,,,orientamento|conoscenza-di-se,,personale_sociale_imparare,ITA cl.1 orient,revisione
ITA-0023,ITA,1,biennio,LC|LS|LSA,A-11|A-13,metodologia,,"Metodi: lezione frontale e partecipata, discussione dialogica, cooperative learning, flipped classroom, peer education, tutoring",,,,,metodologie,,,ITA cl.1 metodi,revisione
ITA-0024,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Educazione linguistica,"Sintassi del periodo; analisi del periodo (coordinazione e subordinazione)",ITA.CON.LING.04,,,core,grammatica|periodo,,,ITA cl.2 gramm,revisione
ITA-0025,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Poesia: la metrica (verso, strofa, rima, ritmo)",ITA.CON.ANAL.05,,,core,poesia|metrica,,,ITA cl.2 scheda,revisione
ITA-0026,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Poesia: le figure retoriche (di suono, significato, ordine)",ITA.CON.ANAL.06,,,core,poesia|figure-retoriche,,,ITA cl.2 scheda,revisione
ITA-0027,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Strumenti dell'analisi letteraria,"Il testo teatrale: struttura drammatica e linguaggio scenico",ITA.CON.ANAL.07,,,core,teatro,,,ITA cl.2 scheda,revisione
ITA-0028,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Testo e tipologie testuali,"Il testo argomentativo",ITA.CON.TEST.01,,,core,argomentativo,,,ITA cl.2 scheda,revisione
ITA-0029,ITA,2,biennio,LC|LS|LSA,A-11|A-13,conoscenza,Storia ed educazione letteraria,"Lettura integrale di romanzi e/o testi teatrali; prosecuzione dei Promessi Sposi",ITA.CON.LETT.01,,,core,lettura-integrale,,,ITA cl.2 scheda,revisione
ITA-0030,ITA,2,biennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Analizzare un testo poetico riconoscendone gli aspetti formali",ITA.COM.ANAL.02,,,,analisi-poetica,analizzare,consapevolezza_espressione_culturali,ITA cl.2 scheda,revisione
ITA-0031,ITA,2,biennio,LC|LS|LSA,A-11|A-13,competenza,Produzione scritta,"Riassumere e parafrasare; costruire una scaletta per il testo argomentativo",ITA.COM.SCRI.02,,,,riassunto|parafrasi,applicare,alfabetica_funzionale,ITA cl.2 scheda,revisione
ITA-0032,ITA,2,biennio,LC|LS|LSA,A-11|A-13,lep,,"Obiettivi minimi cl.2: riconoscere e usare le strutture della frase semplice e complessa; analizzare un testo narrativo, poetico, teatrale e argomentativo; produrre testi corretti e adeguati",,,,core,obiettivi-minimi,,,ITA cl.2 LEP,revisione
ITA-0033,ITA,2,biennio,LC|LS|LSA,A-11|A-13,orientamento,,"Macrotema cl.2 'Il rapporto con l'altro'",,,,,orientamento,,personale_sociale_imparare,ITA cl.2 orient,revisione
ITA-0034,ITA,3,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Storia ed educazione letteraria,"Storia della lingua: la codificazione cinquecentesca",ITA.CON.LETT.16,,,core,storia-lingua,,,ITA cl.3 scheda,revisione
ITA-0035,ITA,3,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Produzione scritta,"Le tipologie testuali dell'Esame di Stato: A (analisi del testo), B (argomentativo), C (espositivo-argomentativo)",ITA.CON.SCRI.01,,,core,esame-di-stato,,,ITA cl.3 scheda,revisione
ITA-0036,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Le Origini: la Scuola siciliana e i siculo-toscani; lo Stilnovo (Guinizzelli, Cavalcanti)",ITA.CON.LETT.02,corrente,,core,origini|stilnovo,,,ITA cl.3 lett,revisione
ITA-0037,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Trecento e le tre corone",ITA.CON.LETT.03|ITA.CON.LETT.04|ITA.CON.LETT.05,epoca,,core,trecento,,,ITA cl.3 lett,revisione
ITA-0038,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"L'Umanesimo e il Rinascimento",ITA.CON.LETT.06,epoca,,core,umanesimo|rinascimento,,,ITA cl.3 lett,revisione
ITA-0039,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dante Alighieri",ITA.CON.LETT.03,autore,ITA-0037,core,Dante,,,ITA cl.3 lett,revisione
ITA-0040,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Francesco Petrarca",ITA.CON.LETT.04,autore,ITA-0037,core,Petrarca,,,ITA cl.3 lett,revisione
ITA-0041,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giovanni Boccaccio",ITA.CON.LETT.05,autore,ITA-0037,core,Boccaccio,,,ITA cl.3 lett,revisione
ITA-0042,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Niccolo' Machiavelli",ITA.CON.LETT.06,autore,ITA-0038,core,Machiavelli,,,ITA cl.3 lett,revisione
ITA-0043,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Francesco Guicciardini",ITA.CON.LETT.06,autore,ITA-0038,rappresentativo,Guicciardini,,,ITA cl.3 lett,revisione
ITA-0044,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Ludovico Ariosto",ITA.CON.LETT.06,autore,ITA-0038,core,Ariosto,,,ITA cl.3 lett,revisione
ITA-0045,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Divina Commedia: Inferno (canti scelti)",ITA.CON.LETT.03,opera,ITA-0039,core,Dante|Inferno,,,ITA cl.3 lett,revisione
ITA-0046,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Canzoniere",ITA.CON.LETT.04,opera,ITA-0040,core,Petrarca|Canzoniere,,,ITA cl.3 lett,revisione
ITA-0047,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Decameron",ITA.CON.LETT.05,opera,ITA-0041,core,Boccaccio|Decameron,,,ITA cl.3 lett,revisione
ITA-0048,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Principe",ITA.CON.LETT.06,opera,ITA-0042,core,Machiavelli|Principe,,,ITA cl.3 lett,revisione
ITA-0049,ITA,3,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Orlando furioso",ITA.CON.LETT.06,opera,ITA-0044,core,Ariosto|Orlando-furioso,,,ITA cl.3 lett,revisione
ITA-0050,ITA,3,triennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Contestualizzare testi e autori dalle Origini al Rinascimento",ITA.COM.LETT.02,,,,contestualizzazione,analizzare,consapevolezza_espressione_culturali,ITA cl.3 scheda,revisione
ITA-0051,ITA,3,triennio,LC|LS|LSA,A-11|A-13,competenza,Produzione scritta,"Produrre le tipologie A, B, C dell'Esame di Stato (avvio)",ITA.COM.SCRI.03|ITA.COM.SCRI.04|ITA.COM.SCRI.05,,,,esame-di-stato,applicare,alfabetica_funzionale,ITA cl.3 scheda,revisione
ITA-0052,ITA,3,triennio,LC|LS|LSA,A-11|A-13,lep,,"Obiettivi minimi cl.3: conoscere epoche, generi e autori; collocarli storicamente; operare comparazioni; produrre alcune tipologie d'Esame",,,,core,obiettivi-minimi,,,ITA cl.3 LEP,revisione
ITA-0053,ITA,3,triennio,LC|LS|LSA,A-11|A-13,orientamento,,"Macrotema cl.3 'Sviluppare il pensiero critico'",,,,,orientamento|pensiero-critico,,personale_sociale_imparare,ITA cl.3 orient,revisione
ITA-0054,ITA,4,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Storia ed educazione letteraria,"Storia della lingua: la fortuna dell'italiano in Europa; la coscienza linguistica risorgimentale",ITA.CON.LETT.16,,,core,storia-lingua,,,ITA cl.4 scheda,revisione
ITA-0055,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Barocco e la nuova scienza",ITA.CON.LETT.07,epoca,,core,barocco|scienza,,,ITA cl.4 lett,revisione
ITA-0056,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"L'Illuminismo e la riforma teatrale",ITA.CON.LETT.08,epoca,,core,illuminismo,,,ITA cl.4 lett,revisione
ITA-0057,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Neoclassicismo, Preromanticismo e Romanticismo",ITA.CON.LETT.09,epoca,,core,romanticismo,,,ITA cl.4 lett,revisione
ITA-0058,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Torquato Tasso",ITA.CON.LETT.06,autore,,core,Tasso,,,ITA cl.4 lett,revisione
ITA-0059,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Galileo Galilei",ITA.CON.LETT.07,autore,ITA-0055,core,Galileo,,,ITA cl.4 lett,revisione
ITA-0060,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giovan Battista Marino",ITA.CON.LETT.07,autore,ITA-0055,rappresentativo,Marino|barocco,,,ITA cl.4 lett,revisione
ITA-0061,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Carlo Goldoni",ITA.CON.LETT.08,autore,ITA-0056,core,Goldoni,,,ITA cl.4 lett,revisione
ITA-0062,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giuseppe Parini",ITA.CON.LETT.08,autore,ITA-0056,rappresentativo,Parini,,,ITA cl.4 lett,revisione
ITA-0063,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Vittorio Alfieri",ITA.CON.LETT.08,autore,ITA-0056,rappresentativo,Alfieri,,,ITA cl.4 lett,revisione
ITA-0064,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Ugo Foscolo",ITA.CON.LETT.09,autore,ITA-0057,core,Foscolo,,,ITA cl.4 lett,revisione
ITA-0065,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Alessandro Manzoni",ITA.CON.LETT.09,autore,ITA-0057,core,Manzoni,,,ITA cl.4 lett,revisione
ITA-0066,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Gerusalemme liberata",ITA.CON.LETT.06,opera,ITA-0058,core,Tasso|Gerusalemme,,,ITA cl.4 lett,revisione
ITA-0067,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Dialogo sopra i due massimi sistemi",ITA.CON.LETT.07,opera,ITA-0059,core,Galileo|Dialogo,,,ITA cl.4 lett,revisione
ITA-0068,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"La locandiera",ITA.CON.LETT.08,opera,ITA-0061,core,Goldoni|Locandiera,,,ITA cl.4 lett,revisione
ITA-0069,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Ultime lettere di Jacopo Ortis; Dei sepolcri; Sonetti",ITA.CON.LETT.09,opera,ITA-0064,core,Foscolo|Sepolcri,,,ITA cl.4 lett,revisione
ITA-0070,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"I Promessi Sposi; le tragedie; gli Inni sacri",ITA.CON.LETT.09,opera,ITA-0065,core,Manzoni|Promessi-Sposi,,,ITA cl.4 lett,revisione
ITA-0071,ITA,4,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Divina Commedia: Purgatorio (canti scelti)",ITA.CON.LETT.03,opera,ITA-0039,core,Dante|Purgatorio,,,ITA cl.4 lett,revisione
ITA-0072,ITA,4,triennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Padroneggiare le metodologie di analisi linguistica, stilistica e retorica del testo",ITA.COM.ANAL.04,,,,analisi-stilistica,analizzare,consapevolezza_espressione_culturali,ITA cl.4 scheda,revisione
ITA-0073,ITA,4,triennio,LC|LS|LSA,A-11|A-13,competenza,Produzione scritta,"Consolidare le tipologie A, B, C dell'Esame di Stato",ITA.COM.SCRI.03|ITA.COM.SCRI.04|ITA.COM.SCRI.05,,,,esame-di-stato,applicare,alfabetica_funzionale,ITA cl.4 scheda,revisione
ITA-0074,ITA,4,triennio,LC|LS|LSA,A-11|A-13,lep,,"Obiettivi minimi cl.4: conoscere le fasi (Ariosto, Tasso, Barocco e Galileo, Illuminismo, Goldoni, Parini, Alfieri, Neoclassicismo-Romanticismo, Foscolo); Purgatorio; produrre testi argomentati",,,,core,obiettivi-minimi,,,ITA cl.4 LEP,revisione
ITA-0075,ITA,4,triennio,LC|LS|LSA,A-11|A-13,orientamento,,"Macrotema cl.4 'Progettare il proprio futuro'",,,,,orientamento|futuro,,personale_sociale_imparare,ITA cl.4 orient,revisione
ITA-0076,ITA,5,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Storia ed educazione letteraria,"Storia della lingua: dall'Unita' a oggi; varieta' d'uso e tendenze recenti",ITA.CON.LETT.16,,,core,storia-lingua,,,ITA cl.5 scheda,revisione
ITA-0077,ITA,5,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Teoria e critica letteraria,"Metodologie della critica letteraria",ITA.CON.CRIT.01,,,core,critica,,,ITA cl.5 scheda,revisione
ITA-0078,ITA,5,triennio,LC|LS|LSA,A-11|A-13,conoscenza,Teoria e critica letteraria,"Intertestualita' e letterature europee",ITA.CON.CRIT.02,,,core,intertestualita,,,ITA cl.5 scheda,revisione
ITA-0079,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Verismo (e il Naturalismo)",ITA.CON.LETT.10,corrente,,core,verismo,,,ITA cl.5 lett,revisione
ITA-0080,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il Decadentismo (e il Simbolismo)",ITA.CON.LETT.11,corrente,,core,decadentismo,,,ITA cl.5 lett,revisione
ITA-0081,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Le Avanguardie e il primo Novecento",ITA.CON.LETT.12,corrente,,core,avanguardie,,,ITA cl.5 lett,revisione
ITA-0082,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il romanzo del Novecento",ITA.CON.LETT.13,epoca,,core,romanzo-novecento,,,ITA cl.5 lett,revisione
ITA-0083,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"La poesia del Novecento",ITA.CON.LETT.14,epoca,,core,poesia-novecento,,,ITA cl.5 lett,revisione
ITA-0084,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il secondo Novecento",ITA.CON.LETT.15,epoca,,core,secondo-novecento,,,ITA cl.5 lett,revisione
ITA-0085,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giacomo Leopardi",ITA.CON.LETT.09,autore,,core,Leopardi,,,ITA cl.5 lett,revisione
ITA-0086,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giovanni Verga",ITA.CON.LETT.10,autore,ITA-0079,core,Verga,,,ITA cl.5 lett,revisione
ITA-0087,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giovanni Pascoli",ITA.CON.LETT.11,autore,ITA-0080,core,Pascoli,,,ITA cl.5 lett,revisione
ITA-0088,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Gabriele D'Annunzio",ITA.CON.LETT.11,autore,ITA-0080,core,DAnnunzio,,,ITA cl.5 lett,revisione
ITA-0089,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Luigi Pirandello",ITA.CON.LETT.13,autore,ITA-0082,core,Pirandello,,,ITA cl.5 lett,revisione
ITA-0090,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Italo Svevo",ITA.CON.LETT.13,autore,ITA-0082,core,Svevo,,,ITA cl.5 lett,revisione
ITA-0091,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Giuseppe Ungaretti",ITA.CON.LETT.14,autore,ITA-0083,core,Ungaretti,,,ITA cl.5 lett,revisione
ITA-0092,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Eugenio Montale",ITA.CON.LETT.14,autore,ITA-0083,core,Montale,,,ITA cl.5 lett,revisione
ITA-0093,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Umberto Saba",ITA.CON.LETT.14,autore,ITA-0083,rappresentativo,Saba,,,ITA cl.5 lett,revisione
ITA-0094,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Italo Calvino",ITA.CON.LETT.15,autore,ITA-0084,core,Calvino,,,ITA cl.5 lett,revisione
ITA-0095,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Canti; Operette morali",ITA.CON.LETT.09,opera,ITA-0085,core,Leopardi|Canti,,,ITA cl.5 lett,revisione
ITA-0096,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"I Malavoglia; Mastro-don Gesualdo; novelle",ITA.CON.LETT.10,opera,ITA-0086,core,Verga|Malavoglia,,,ITA cl.5 lett,revisione
ITA-0097,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Il fu Mattia Pascal; Sei personaggi in cerca d'autore",ITA.CON.LETT.13,opera,ITA-0089,core,Pirandello|Mattia-Pascal,,,ITA cl.5 lett,revisione
ITA-0098,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"La coscienza di Zeno",ITA.CON.LETT.13,opera,ITA-0090,core,Svevo|Zeno,,,ITA cl.5 lett,revisione
ITA-0099,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Ossi di seppia",ITA.CON.LETT.14,opera,ITA-0092,core,Montale|Ossi,,,ITA cl.5 lett,revisione
ITA-0100,ITA,5,triennio,LC|LS|LSA,A-11|A-13,contenuto,Storia ed educazione letteraria,"Divina Commedia: Paradiso (canti scelti)",ITA.CON.LETT.03,opera,ITA-0039,core,Dante|Paradiso,,,ITA cl.5 lett,revisione
ITA-0101,ITA,5,triennio,LC|LS|LSA,A-11|A-13,competenza,Teoria e critica letteraria,"Formulare interpretazioni autonome e argomentate del testo",ITA.COM.CRIT.01,,,,critica|interpretazione,valutare,consapevolezza_espressione_culturali,ITA cl.5 scheda,revisione
ITA-0102,ITA,5,triennio,LC|LS|LSA,A-11|A-13,competenza,Comunicazione orale,"Esporre oralmente in modo coerente, critico e con proprieta'",ITA.COM.ORAL.02,,,,oralita,valutare,alfabetica_funzionale,ITA cl.5 scheda,revisione
ITA-0103,ITA,5,triennio,LC|LS|LSA,A-11|A-13,competenza,Produzione scritta,"Padroneggiare le tipologie A, B, C; scrivere testi argomentativi e critici",ITA.COM.SCRI.03|ITA.COM.SCRI.04|ITA.COM.SCRI.05,,,,esame-di-stato,valutare,alfabetica_funzionale,ITA cl.5 scheda,revisione
ITA-0104,ITA,5,triennio,LC|LS|LSA,A-11|A-13,lep,,"Obiettivi minimi cl.5: padroneggiare la lingua; conoscere i dati essenziali della storia letteraria e i passi antologici; contestualizzare gli autori principali; individuare le caratteristiche salienti di un testo",,,,core,obiettivi-minimi,,,ITA cl.5 LEP,revisione
ITA-0105,ITA,5,triennio,LC|LS|LSA,A-11|A-13,orientamento,,"Macrotema cl.5 'Confrontarsi con la complessita' e diventare cittadini attivi'",,,,,orientamento|cittadinanza-attiva,,cittadinanza,ITA cl.5 orient,revisione
ITA-0106,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Riconoscere il genere letterario e le sue convenzioni",ITA.COM.ANAL.04,,,,condivisa|generi,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0107,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Analizzare la struttura e gli aspetti formali del testo (stile, figure)",ITA.COM.ANAL.04,,,,condivisa|analisi-testo,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0108,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Analizzare la metrica e il ritmo del testo poetico",ITA.COM.ANAL.02,,,,condivisa|metrica,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0109,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Strumenti dell'analisi letteraria,"Cogliere il rapporto tra forma e contenuto",ITA.COM.ANAL.04,,,,condivisa,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0110,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Riconoscere temi, motivi, topoi e archetipi",ITA.COM.LETT.03,,,,condivisa|temi,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
ITA-0111,ITA,,quinquennio,LC|LS|LSA,A-11|A-13,competenza,Storia ed educazione letteraria,"Cogliere l'intertestualita' e i rapporti tra testi e tradizioni",ITA.COM.LETT.03,,,,condivisa|intertestualita,analizzare,consapevolezza_espressione_culturali,ITA lett condivise,revisione
