id,materia,anno,fase,indirizzi,classi,blocco,nucleo,testo,obiettivi_backbone,tipo_contenuto,parent,peso,tag,bloom,competenza_europea,fonte,stato
GRC-0053,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Il nominativo e le sue funzioni",GRC.CON.SINT.05,,,core,sintassi-casi,,,Greco cl.2 gramm,revisione
GRC-0054,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Il genitivo e le sue funzioni (possesso, partitivo, di pertinenza, di stima, di colpa)",GRC.CON.SINT.05,,,core,sintassi-casi,,,Greco cl.2 gramm,revisione
GRC-0055,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Il dativo e le sue funzioni (di termine, di vantaggio, di possesso, strumentale, sociativo, di tempo)",GRC.CON.SINT.05,,,core,sintassi-casi,,,Greco cl.2 gramm,revisione
GRC-0056,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"L'accusativo e le sue funzioni (oggetto, di relazione, dell'estensione, doppio accusativo)",GRC.CON.SINT.05,,,core,sintassi-casi,,,Greco cl.2 gramm,revisione
GRC-0057,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"L'aspetto verbale e l'uso dei tempi",GRC.CON.SINT.04,,,core,sintassi-verbo|aspetto,,,Greco cl.2 gramm,revisione
GRC-0058,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"L'uso dei modi nelle proposizioni indipendenti (congiuntivo esortativo e dubitativo, ottativo desiderativo e potenziale, imperativo)",GRC.CON.SINT.04,,,core,modi,,,Greco cl.2 gramm,revisione
GRC-0059,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Usi del participio: attributivo, sostantivato, predicativo, congiunto, genitivo assoluto",GRC.CON.SINT.01,,,core,participio,,,Greco cl.2 gramm,revisione
GRC-0060,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Usi dell'infinito: sostantivato, soggettivo e oggettivo, con l'articolo",GRC.CON.SINT.02,,,core,infinito,,,Greco cl.2 gramm,revisione
GRC-0061,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Proposizioni completive (dichiarative con hoti/hos; con infinito; con participio)",GRC.CON.SINT.03,,,core,subordinate,,,Greco cl.2 gramm,revisione
GRC-0062,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Proposizioni relative (proprie e improprie) e comparative",GRC.CON.SINT.03,,,core,subordinate,,,Greco cl.2 gramm,revisione
GRC-0063,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Proposizioni concessive e interrogative dirette e indirette",GRC.CON.SINT.03,,,core,subordinate,,,Greco cl.2 gramm,revisione
GRC-0064,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Il periodo ipotetico (realta', eventualita', possibilita', irrealta')",GRC.CON.SINT.04,,,core,periodo-ipotetico,,,Greco cl.2 gramm,revisione
GRC-0065,GRC,2,biennio,LC,A-13,conoscenza,Sintassi,"Il discorso indiretto",GRC.CON.SINT.04,,,core,discorso-indiretto,,,Greco cl.2 gramm,revisione
GRC-0066,GRC,1,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Leggere in modo scorrevole e corretto (lettura ad alta voce)",GRC.COM.TRAD.01,,,,traduzione|lettura,applicare,multilinguistica,Greco biennio trad,revisione
GRC-0067,GRC,1,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Analisi morfosintattica pre-traduttiva del testo",GRC.COM.TRAD.01,,,,traduzione|analisi,analizzare,multilinguistica,Greco biennio trad,revisione
GRC-0068,GRC,2,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Uso ragionato del dizionario: scelta dei significati per contesto",GRC.COM.TRAD.02,,,,traduzione|dizionario,applicare,multilinguistica,Greco biennio trad,revisione
GRC-0069,GRC,2,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Formulare e verificare ipotesi di traduzione; motivare le scelte",GRC.COM.TRAD.02,,,,traduzione|ipotesi,valutare,multilinguistica,Greco biennio trad,revisione
GRC-0070,GRC,2,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Comprensione globale di un testo semplice anche senza dizionario",GRC.COM.TRAD.02,,,,traduzione|comprensione,comprendere,multilinguistica,Greco biennio trad,revisione
GRC-0071,GRC,2,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Tradurre testi semplici in prosa (mito, storia, narrazione)",GRC.COM.TRAD.02,,,,traduzione|prosa,applicare,multilinguistica,Greco biennio trad,revisione
GRC-0072,GRC,2,biennio,LC,A-13,competenza,Traduzione e analisi del testo,"Decodifica e ricodifica rispettando le norme dell'italiano",GRC.COM.TRAD.02,,,,traduzione|ricodifica,applicare,multilinguistica,Greco biennio trad,revisione
GRC-0073,GRC,1,biennio,LC,A-13,abilita,Traduzione e analisi del testo,"Codificare e decodificare un messaggio indagandone le strutture",GRC.COM.TRAD.01,,,,analisi,,,Greco biennio trad,revisione
GRC-0074,GRC,1,biennio,LC,A-13,abilita,Traduzione e analisi del testo,"Riflessione linguistico-teorica sulle strutture della lingua",GRC.COM.TRAD.01,,,,metalinguistica,,,Greco biennio trad,revisione
GRC-0075,GRC,1,biennio,LC,A-13,competenza,Civilta' e ricezione,"Cogliere il valore della cultura greca; confronto con l'italiano",GRC.COM.CULT.01,,,,civilta|confronto,comprendere,consapevolezza_espressione_culturali,Greco biennio,revisione
GRC-0076,GRC,1,biennio,LC,A-13,abilita,Civilta' e ricezione,"Maturare il senso storico (continuita' e alterita')",GRC.COM.CULT.01,,,,senso-storico,,,Greco biennio,revisione
GRC-0077,GRC,1,biennio,LC,A-13,lep,,"Obiettivi minimi cl.1: fonologia, morfologia e sintassi di base; uso del dizionario; tradurre semplici brani",GRC.COM.TRAD.02,,,core,obiettivi-minimi,,,Greco cl.1 LEP,revisione
GRC-0078,GRC,2,biennio,LC,A-13,lep,,"Obiettivi minimi cl.2: completamento di morfologia e sintassi; tradurre testi d'autore semplici",GRC.COM.TRAD.02,,,core,obiettivi-minimi,,,Greco cl.2 LEP,revisione
GRC-0079,GRC,1,biennio,LC,A-13,orientamento,,"Macrotema cl.1 'La conoscenza di se'': lessico dei sentimenti e delle emozioni",,,,,orientamento|conoscenza-di-se,,personale_sociale_imparare,Greco cl.1 orient,revisione
GRC-0080,GRC,2,biennio,LC,A-13,orientamento,,"Macrotema cl.2 'L'incontro con l'altro': comunicazione ed empatia",,,,,orientamento,,personale_sociale_imparare,Greco cl.2 orient,revisione
GRC-0081,GRC,1,biennio,LC,A-13,metodologia,,"Metodi attivi: lezione dialogata, classe capovolta, peer education, laboratorio, problem solving, tutoring",,,,,metodologie,,,Greco metodi,revisione
GRC-0082,GRC,2,biennio,LC,A-13,metodologia,,"Libro di testo: Agazzi-Vilardo, Hellenisti (Zanichelli)",,,,,libro-di-testo,,,Greco sussidi,revisione
GRC-0083,GRC,3,triennio,LC,A-13,conoscenza,Sintassi,"Ripasso e recupero della grammatica del biennio; completamento del programma non svolto (morfologia e sintassi)",GRC.CON.SINT.04,,,core,ripasso|recupero,,,Greco triennio,revisione
GRC-0084,GRC,3,triennio,LC,A-13,conoscenza,Metrica e dialetti,"Lettura metrica dell'esametro",GRC.CON.METR.01,,,core,metrica|esametro,,,Greco cl.3 lett,revisione
GRC-0085,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"L'eta' arcaica e le origini: lingua, alfabeto, prime attestazioni scritte",GRC.CON.LETT.01,epoca,,core,origini|eta-arcaica,,,Greco cl.3 lett,revisione
GRC-0086,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"L'epica",GRC.CON.LETT.01,genere,GRC-0085,core,epica,,,Greco cl.3 lett,revisione
GRC-0087,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"La lirica arcaica: generi e forme metriche",GRC.CON.LETT.02,corrente,GRC-0085,core,lirica,,,Greco cl.3 lett,revisione
GRC-0088,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"La storiografia",GRC.CON.LETT.05,genere,,core,storiografia,,,Greco cl.3 lett,revisione
GRC-0089,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Omero",GRC.CON.LETT.01,autore,GRC-0086,core,Omero,,,Greco cl.3 lett,revisione
GRC-0090,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Esiodo",GRC.CON.LETT.01,autore,GRC-0086,core,Esiodo,,,Greco cl.3 lett,revisione
GRC-0091,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Archiloco",GRC.CON.LETT.02,autore,GRC-0087,core,Archiloco|giambo,,,Greco cl.3 lett,revisione
GRC-0092,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Ipponatte",GRC.CON.LETT.02,autore,GRC-0087,core,Ipponatte|giambo,,,Greco cl.3 lett,revisione
GRC-0093,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Mimnermo",GRC.CON.LETT.02,autore,GRC-0087,core,Mimnermo|elegia,,,Greco cl.3 lett,revisione
GRC-0094,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Solone",GRC.CON.LETT.02,autore,GRC-0087,core,Solone|elegia,,,Greco cl.3 lett,revisione
GRC-0095,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Alceo",GRC.CON.LETT.02,autore,GRC-0087,core,Alceo|melica,,,Greco cl.3 lett,revisione
GRC-0096,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Saffo",GRC.CON.LETT.02,autore,GRC-0087,core,Saffo|melica,,,Greco cl.3 lett,revisione
GRC-0097,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"La lirica corale",GRC.CON.LETT.02,genere,GRC-0087,core,lirica-corale,,,Greco cl.3 lett,revisione
GRC-0098,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Erodoto",GRC.CON.LETT.05,autore,GRC-0088,core,Erodoto,,,Greco cl.3 lett,revisione
GRC-0099,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Iliade",GRC.CON.LETT.01,opera,GRC-0089,core,Iliade,,,Greco cl.3 lett,revisione
GRC-0100,GRC,3,triennio,LC,A-13,contenuto,Storia letteraria,"Odissea",GRC.CON.LETT.01,opera,GRC-0089,core,Odissea,,,Greco cl.3 lett,revisione
GRC-0101,GRC,3,triennio,LC,A-13,competenza,Traduzione e analisi del testo,"Tradurre con attenzione filologica testi d'autore",GRC.COM.TRAD.03,,,,traduzione|filologia,valutare,multilinguistica,Greco cl.3 lett,revisione
GRC-0102,GRC,3,triennio,LC,A-13,competenza,Storia letteraria,"Contestualizzare opere e autori nel quadro storico-culturale",GRC.COM.LETT.01,,,,contestualizzazione,analizzare,consapevolezza_espressione_culturali,Greco cl.3 lett,revisione
GRC-0103,GRC,3,triennio,LC,A-13,lep,,"Obiettivi minimi cl.3: strutture morfosintattiche in prosa nota e non nota; conoscere l'eta' arcaica e Omero, Esiodo, i Lirici, Erodoto",,,,core,obiettivi-minimi,,,Greco cl.3 LEP,revisione
GRC-0104,GRC,3,triennio,LC,A-13,orientamento,,"Macrotema cl.3 'Sviluppare il pensiero critico'",,,,,orientamento|pensiero-critico,,personale_sociale_imparare,Greco cl.3 orient,revisione
GRC-0105,GRC,3,triennio,LC,A-13,orientamento,,"PCTO cl.3 (competenze in esito)",,,,,pcto,,personale_sociale_imparare,Greco cl.3 pcto,revisione
GRC-0106,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"La tragedia: origine ed evoluzione del genere",GRC.CON.LETT.03,genere,,core,tragedia,,,Greco cl.4 lett,revisione
GRC-0107,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"La commedia antica",GRC.CON.LETT.04,genere,,core,commedia,,,Greco cl.4 lett,revisione
GRC-0108,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"La storiografia dell'eta' classica",GRC.CON.LETT.05,genere,,core,storiografia,,,Greco cl.4 lett,revisione
GRC-0109,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"L'oratoria",GRC.CON.LETT.06,genere,,core,oratoria,,,Greco cl.4 lett,revisione
GRC-0110,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Eschilo",GRC.CON.LETT.03,autore,GRC-0106,core,Eschilo,,,Greco cl.4 lett,revisione
GRC-0111,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Sofocle",GRC.CON.LETT.03,autore,GRC-0106,core,Sofocle,,,Greco cl.4 lett,revisione
GRC-0112,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Euripide",GRC.CON.LETT.03,autore,GRC-0106,core,Euripide,,,Greco cl.4 lett,revisione
GRC-0113,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Aristofane",GRC.CON.LETT.04,autore,GRC-0107,core,Aristofane,,,Greco cl.4 lett,revisione
GRC-0114,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Tucidide",GRC.CON.LETT.05,autore,GRC-0108,core,Tucidide,,,Greco cl.4 lett,revisione
GRC-0115,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Lisia",GRC.CON.LETT.06,autore,GRC-0109,core,Lisia,,,Greco cl.4 lett,revisione
GRC-0116,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Isocrate",GRC.CON.LETT.06,autore,GRC-0109,core,Isocrate,,,Greco cl.4 lett,revisione
GRC-0117,GRC,4,triennio,LC,A-13,contenuto,Storia letteraria,"Demostene",GRC.CON.LETT.06,autore,GRC-0109,core,Demostene,,,Greco cl.4 lett,revisione
GRC-0118,GRC,4,triennio,LC,A-13,competenza,Traduzione e analisi del testo,"Tradurre rispettando il senso e la specificita' letteraria e retorica",GRC.COM.TRAD.03,,,,traduzione|filologia,valutare,multilinguistica,Greco cl.4 lett,revisione
GRC-0119,GRC,4,triennio,LC,A-13,competenza,Storia letteraria,"Contestualizzare autori e opere; cogliere il legame col genere",GRC.COM.LETT.01,,,,contestualizzazione,analizzare,consapevolezza_espressione_culturali,Greco cl.4 lett,revisione
GRC-0120,GRC,4,triennio,LC,A-13,lep,,"Obiettivi minimi cl.4: conoscere l'eta' classica e i tragici, Aristofane, Tucidide, gli oratori; tradurre testo non noto",,,,core,obiettivi-minimi,,,Greco cl.4 LEP,revisione
GRC-0121,GRC,4,triennio,LC,A-13,orientamento,,"Macrotema cl.4 'Progettare il proprio futuro'",,,,,orientamento|futuro,,personale_sociale_imparare,Greco cl.4 orient,revisione
GRC-0122,GRC,4,triennio,LC,A-13,orientamento,,"PCTO cl.4 (competenze in esito)",,,,,pcto,,personale_sociale_imparare,Greco cl.4 pcto,revisione
GRC-0123,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"L'eta' ellenistica: il cambiamento della letteratura",GRC.CON.LETT.08,epoca,,core,ellenismo,,,Greco cl.5 lett,revisione
GRC-0124,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"L'eta' greco-romana e imperiale",GRC.CON.LETT.09,epoca,,core,eta-imperiale,,,Greco cl.5 lett,revisione
GRC-0125,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"La filosofia (lettura e traduzione di passi)",GRC.CON.LETT.07,genere,,rappresentativo,filosofia,,,Greco cl.5 lett,revisione
GRC-0126,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Menandro (commedia nuova)",GRC.CON.LETT.04,autore,GRC-0123,core,Menandro|commedia-nuova,,,Greco cl.5 lett,revisione
GRC-0127,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Callimaco",GRC.CON.LETT.08,autore,GRC-0123,core,Callimaco,,,Greco cl.5 lett,revisione
GRC-0128,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Teocrito",GRC.CON.LETT.08,autore,GRC-0123,core,Teocrito|bucolica,,,Greco cl.5 lett,revisione
GRC-0129,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Apollonio Rodio",GRC.CON.LETT.08,autore,GRC-0123,core,Apollonio-Rodio,,,Greco cl.5 lett,revisione
GRC-0130,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"L'epigramma",GRC.CON.LETT.08,genere,GRC-0123,core,epigramma,,,Greco cl.5 lett,revisione
GRC-0131,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Polibio",GRC.CON.LETT.08,autore,GRC-0123,core,Polibio|storiografia,,,Greco cl.5 lett,revisione
GRC-0132,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Plutarco",GRC.CON.LETT.09,autore,GRC-0124,core,Plutarco|biografia,,,Greco cl.5 lett,revisione
GRC-0133,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Il romanzo greco",GRC.CON.LETT.09,genere,GRC-0124,core,romanzo-greco,,,Greco cl.5 lett,revisione
GRC-0134,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Luciano",GRC.CON.LETT.09,autore,GRC-0124,core,Luciano|satira,,,Greco cl.5 lett,revisione
GRC-0135,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Argonautiche",GRC.CON.LETT.08,opera,GRC-0129,core,Argonautiche,,,Greco cl.5 lett,revisione
GRC-0136,GRC,5,triennio,LC,A-13,contenuto,Storia letteraria,"Vite parallele (Vita di Cimone in traduzione)",GRC.CON.LETT.09,opera,GRC-0132,core,Vite-parallele,,,Greco cl.5 lett,revisione
